schooldbn,locationname,final_address,borough,district,prek_type,phone,contact_name,contact_email,website,meals,play,income_flg,uniforms,singlegender,programname1,programname2,programname3,programcode1,programcode2,programcode3,nyceec_current_all,nyceec_current_some,nyceec_current_none,nyceec_siblings_all,nyceec_siblings_some,nyceec_siblings_none,nyceec_services_all,nyceec_services_some,nyceec_services_none,nyceec_targetlang_all,nyceec_targetlang_some,nyceec_targetlang_none,nyceec_others_all,nyceec_others_some,nyceec_others_none,district_zonedsib_all,district_zonedsib_some,district_zonedsib_none,district_otherzone_all,district_otherzone_some,district_otherzone_none,district_districtsibs_all,district_districtsibs_some,district_districtsibs_none,district_outdissibs_all,district_outdissibs_some,district_outdissibs_none,district_indistrict_all,district_indistrict_some,district_indistrict_none,district_outdistrict_all,district_outdistrict_some,district_outdistrict_none,pkc_indistrict_all,pkc_indistrict_some,pkc_indistrict_none,pkc_outdistrict_all,pkc_outdistrict_some,pkc_outdistrict_none,lpga,halfday_offers,bus,subway_stop,rezoning,specialpriority,magnet,diversity,earlydropoff,latepickup,flexschedule,iepnote,enhancedlang_note,accessibility,seats,hours,Postcode,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
08X138,P.S. 138 Samuel Randall,"2060 Lafayette Avenue, Bronx NY 10473",Bronx,8,District School,718-822-5325,Jeanna Dickerson,jdicker2@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x138,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,Spanish Dual Language Program,,08X138FDPK,08X138FDPKSP,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"Bx22, Bx36, Bx39, Bx5, BxM8",,,,,,,,,,,Not Accessible,72 Full-Day,Contact program,10473,40.822665,-73.853366,9,18,74,2022289,2036090016,Soundview-Castle Hill-Clason Point-Harding Park                            
08X140,P.S. 140 The Eagle School,"916 Eagle Avenue, Bronx NY 10456",Bronx,8,District School,718-585-1205,Paul Cannon,PCannon@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x140,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,08X140FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"Bx13, Bx15, Bx17, Bx21, Bx4, Bx41, Bx41-SBS, Bx46, Bx4A, Bx6",2 5,,,,,,,,,,Not Accessible,54 Full-Day,Contact program,10456,40.823289,-73.907948,3,17,185,2004469,2026270009,Morrisania-Melrose                                                         
08X146,P.S. 146 Edward Collins,"968 Cauldwell Avenue, Bronx NY 10456",Bronx,8,District School,718-378-9664,Ron Laurent,rlauren@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x146,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,08X146FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"Bx13, Bx15, Bx17, Bx21, Bx35, Bx4, Bx41, Bx41-SBS, Bx46, Bx4A, Bx6",2 5,,,,,,,,,,Not Accessible,36 Full-Day,Contact program,10456,40.825025,-73.906143,3,16,185,2004498,2026320027,Morrisania-Melrose                                                         
08X182,P.S. 182,"601 Stickball Boulevard, Bronx NY 10473",Bronx,8,District School,718-828-6607,Anne Ogrady,AOGrady@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x182,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,08X182FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"Bx22, Bx27, Bx36, Bx39, Bx5",,"This school may be included in a rezoning proposal for the 2018-2019 school year. For more information about the school's status, please see: schools.nyc.gov/community/planning/changes/bronx",,,,,,,,,Not Accessible,54 Full-Day,Contact program,10473,40.818228,-73.856302,9,18,16,2021923,2035640001,Soundview-Castle Hill-Clason Point-Harding Park                            
08X304,P.S. 304 Early Childhood School,"2750 Lafayette Avenue, Bronx NY 10465",Bronx,8,District School,718-822-5307,Mary Mutze,mmutze@schools.nyc.gov,www.ps304x.com,Breakfast/Lunch,Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,08X304FDPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students and some other in-district students.",,"Bx40, Bx42, Bx5, Bx8, BxM8, BxM9, Q44-SBS, Q50",,"This school may be included in a rezoning proposal for the 2018-2019 school year. For more information about the school's status, please see: schools.nyc.gov/community/planning/changes/bronx","Prioritizes students zoned to 08X014, 08X071, and 08X072",,,,,,,,Partially Accessible,36 Full-Day,8:10am-2:30pm,10465,40.827471,-73.829753,10,13,152,2080231,2055470001,Schuylerville-Throgs Neck-Edgewater Park                                   
08X333,P.S. 333 The Museum School,"888 Rev J A Polite Avenue, Bronx NY 10459",Bronx,8,District School,718-860-3313,Robert German,rgerman3@schools.nyc.gov,schools.nyc.gov/schoolportals/08/x333,Breakfast/Lunch,Indoor (Onsite) Playspace,,Yes,,Full-Day Program,,,08X333FDPK,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,x,,,x,,,x,,,,,,,,,"Bx17, Bx19, Bx4, Bx46, Bx4A, Bx5, Bx6",2 5 6,,,,,7:45am,,,,,Not Accessible,36 Full-Day,8am-2:20pm,10459,40.820403,-73.898912,2,17,87,2005348,2026960085,Longwood                                                                   
08X392,Bronx Delta School,"650 Hollywood Avenue, Bronx NY 10465",Bronx,8,District School,718-319-7147,Maria Rogalle,MRogalle@schools.nyc.gov,bronxdelta.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,08X392FDPK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year, this program admitted siblings of current students and some other in-district students.",,"Bx40, Bx42, Bx8, BxM9",,"This school may be included in a rezoning proposal for the 2018-2019 school year. For more information about the school's status, please see: schools.nyc.gov/community/planning/changes/bronx","Prioritizes students zoned to 08X014, 08X071, and 08X072",,,,,,,,Partially Accessible,36 Full-Day,Contact program,10465,40.826526,-73.818417,10,13,158,2077130,2054380001,Schuylerville-Throgs Neck-Edgewater Park                                   
08X583,P.S. 583,"1028 White Plains Road, Bronx NY 10472",Bronx,8,District School,929-348-4960,Glorimer Lopez,glopez6@schools.nyc.gov,,Contact program,Contact program,,Contact program,,Full-Day Program,,,08X583FDPK,,,,,,,,,,,,,,,,,,x,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,"Bx36, Bx39, Bxm8, Bx5, Q44",6,,,,,,,,,,Fully Accessible,54 Full-Day,Contact program,10472,40.827029,-73.860034,9,18,4001,2000000,2037330005,Soundview-Bruckner                                                         
08XABI,The Greek American Institute of New York Inc,"3573 Bruckner Boulevard, Bronx NY 10461",Bronx,8,NYCEEC,718-823-2393,Cynthia Dafnis,Cynthia.dafnis@gai-edu.org,greekamericaninstitute.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,08XABIFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx12, Bx23, Bx24, Bx29, Bx5, Bx8, BxM8, Q50",6,,,,,7:45am,5:45pm,,,,Contact program,30 Full-Day,8am-2:20pm,10461,40.848968,-73.828003,10,13,300,2095007,2041990001,Pelham Bay-Country Club-City Island                                        
08XABK,Holy Cross School,"1846 Randall Avenue, Bronx NY 10473",Bronx,8,NYCEEC,718-842-4492,Ms. Evelyn Padilla,upkadmit@holycrossbx.org,,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,08XABKFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx27, Bx36, Bx39, Bx5",,,,,,Contact program for time,Contact program for time,May utilize flexible scheduling policy. Contact for more information.,,,Contact program,90 Full-Day,Contact program,10473,40.817305,-73.86069,9,18,16,2021482,2035240020,Soundview-Castle Hill-Clason Point-Harding Park                            
08XABL,Holy Family School,"2169 Blackrock Ave, Bronx NY 10472",Bronx,8,NYCEEC,718-863-7280,Claire La Tempa,claire.latempa@archny.org,hfsny.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,08XABLFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx22, Bx36, Bx39, Bx4, Bx5, BxM8, Q44-SBS",6,,,,,,5:50pm,,,,Contact program,72 Full-Day,Contact program,10472,40.828912,-73.851484,9,18,78,2026397,2038080038,Westchester-Unionport                                                      
08XACJ,Our Lady of the Assumption School,"1617 Parkview Avenue, Bronx NY 10461",Bronx,8,NYCEEC,718-829-1706,John-Paul Barnaba,b210@adnyeducation.org,olassumptionbronx.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,08XACJFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx12, Bx23, Bx24, Bx29, Bx5, Bx8, BxM8, Q50",6,,,,,6:55am,5:45pm,,,,Contact program,54 Full-Day,Contact program,10461,40.845475,-73.827018,10,13,26602,2087149,2041730018,Pelham Bay-Country Club-City Island                                        
08XADL,St. Francis de Chantal School,"2962 Harding Avenue, Bronx NY 10465",Bronx,8,NYCEEC,718-892-5359,Grace Lucie,grace.lucie@archny.org,sfdchantalschool.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,Contact program,,Full-Day Program,,,08XADLFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx40, Bx42, Bx8",,,,,,Contact program for time,Contact program for time,May utilize flexible scheduling policy. Contact for more information.,,,Contact program,54 Full-Day,Contact program,10465,40.816445,-73.813451,10,13,118,2097494,2054520001,Schuylerville-Throgs Neck-Edgewater Park                                   
08XAEO,Saint Theresa,"2872 St.Theresa Avenue, Bronx NY 10461",Bronx,8,NYCEEC,718-792-3688,Josephine Fanelli,b262@adnyeducation.org,sttheresaschoolbronx.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,08XAEOFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx12, Bx12-SBS, Bx21, Bx23, Bx24, Bx29, Bx5, Bx8, BxM8, Q50",6,,,,,7:15am,5:30pm,,,,Contact program,92 Full-Day,Contact program,10461,40.849483,-73.833239,10,13,26601,2046491,2041920023,Pelham Bay-Country Club-City Island                                        
08XAFB,"Villa Maria Academy, Inc.","3335 Country Club Road, Bronx NY 10465",Bronx,8,NYCEEC,718-824-3260,"Sr. Teresa Barton, Cnd",teresa.barton@archny.org,vma-ny.org,Lunch/Snack(s),Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,08XAFBFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx24, Bx5, Bx8",,,,,,,6pm,,,,Contact program,54 Full-Day,8am-2:20pm,10465,40.841156,-73.817166,10,13,27402,2087429,2054090475,Pelham Bay-Country Club-City Island                                        
08XAGF,Manida (Center #1),"711 Manida Street, Bronx NY 10474",Bronx,8,NYCEEC,718-542-7590,June Glaze,jglaze@lapen.com,"www,lapen.com",Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,08XAGFFDPK,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx19, Bx46, Bx5, Bx6",6,,,,,,,,,Enhanced Language Support: Spanish,Contact program,68 Full-Day,Contact program,10474,40.814758,-73.888477,2,17,93,2006496,2027630029,Hunts Point                                                                
08XAGX,LSSMNY: Early LIFE Children's Center 6,"2125 Watson Avenue, Bronx NY 10472",Bronx,8,NYCEEC,718-943-0580,Maria Garcia,mgarcia@lssny.org,lssny.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Contact program,,Full-Day Program,,,08XAGXFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx22, Bx36, Bx39, Bx4, Bx5, BxM8, Q44-SBS",6,,,,,Contact program for time,Contact program for time,,,,Contact program,47 Full-Day,Contact program,10472,40.829501,-73.852614,9,18,78,2026420,2038090018,Westchester-Unionport                                                      
08XAHL,East Bronx Day Care Center,"1113 Colgate Avenue, Bronx NY 10472",Bronx,8,NYCEEC,718-617-2900,Heather Jaikaran,eastbronxdaycare@verizon.net,,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,08XAHLFDPK,,,x,,,x,,,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx11, Bx27, Bx4, Bx5",6,,,,,,,,,Enhanced Language Support: Spanish,Contact program,20 Full-Day,Contact program,10472,40.82629,-73.881509,9,17,52,2023714,2037360001,Soundview-Bruckner                                                         
08XAIB,Throggs Neck Early Learn Center,"461 Swinton Avenue, Bronx NY 10465",Bronx,8,NYCEEC,718-882-0172,Andrea Uribe,familytnelc@gmail.com,,Contact program,Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Contact program,,Full-Day Program,,,08XAIBFDPK,,,x,,,x,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx40, Bx42, BxM9",,,,,,,,,,Enhanced Language Support: Spanish,Contact program,20 Full-Day,Contact program,10465,40.820332,-73.822263,10,13,144,2093888,2055820001,Schuylerville-Throgs Neck-Edgewater Park                                   
08XAIC,LSSMNY: Early LIFE Children's Center 2,"888 Westchester Avenue, Bronx NY 10459",Bronx,8,NYCEEC,718-450-3556,Dannia Jorge,djorge@lssny.org,lssny.org,Breakfast/Lunch,Contact program,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,08XAICFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx17, Bx19, Bx4, Bx46, Bx4A, Bx5, Bx6",2 5 6,,,,,,6pm,,,,Contact program,60 Full-Day,9am-3:20pm,10459,40.820809,-73.899389,2,17,87,2005346,2026960030,Longwood                                                                   
08XAJR,"Providence Rest Child Day Care Center, Inc.","3310 Campbell Drive, Bronx NY 10465",Bronx,8,NYCEEC,718-823-3588,Sr. Theresa Ann D'Onofrio,srtadcsjb@aol.com,providencerest.org,Breakfast/Lunch/Snack(s),Contact program,,No,,Full-Day Program,,,08XAJRFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx24, Bx5, Bx8",,,,,,7:30am,6pm,May utilize flexible scheduling policy. Contact for more information.,,,Contact program,18 Full-Day,Contact program,10465,40.838253,-73.81747,10,13,27402,2075317,2054090133,Pelham Bay-Country Club-City Island                                        
08XAKB,Watson Avenue ECC,"1880 Watson Avenue, Bronx NY 10472",Bronx,8,NYCEEC,718-828-9400,Sheila Vereen,janice.goldman@birchfamilyservices.org,birchfamilyservices.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,08XAKBFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx27, Bx36, Bx39, Bx4, Bx4A, Bx5, BxM6, BxM8, Q44-SBS",6,,,,,,5:45pm,,"If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.",,Contact program,44 Full-Day,8am-2:20pm,10472,40.828307,-73.86156,9,18,44,2023653,2037320039,Soundview-Bruckner                                                         
08XAKF,Stepping Stone Day School,"2826 Westchester Avenue, Bronx NY 10461",Bronx,8,NYCEEC,718-554-2025,Daniel Feinman,danf@steppingstonedayschool.org,steppingstonedayschool.com,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,08XAKFFDPK,,,x,,,x,,,x,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx21, Bx24, Bx31, Bx4, Bx40, Bx42, Bx5, Bx8, BxM8",6,,,,,8am,,,"If your child has an IEP recommending Related Services and/or SEIT, contact the program directly for more information before applying.",Enhanced Language Support: Spanish,Contact program,18 Full-Day,8am-2:20pm,10461,40.844557,-73.83542,10,13,26602,2045795,2041560011,Pelham Bay-Country Club-City Island                                        
08XAKR,Prospect Early Childhood Center,"730 Kelly Street, Bronx NY 10455",Bronx,8,NYCEEC,718-617-6100,Ruth Rodriguez,emata@hfhnyc.org,hfhnyc.org,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Contact program,,Full-Day Program,,,08XAKRFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx17, Bx19, Bx4, Bx46, Bx4A, Bx6",2 5 6,,,,,,Contact program for time,,,,Contact program,11 Full-Day,Contact program,10455,40.816517,-73.899717,2,8,85,2094332,2027080025,Longwood                                                                   
08XALQ,Blondell Joyner DCC,"901 Tinton Avenue, Bronx NY 10456",Bronx,8,NYCEEC,718-665-7791,Thamesha White,vsalters@sebnc.org,,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Contact program,,Full-Day Program,,,08XALQFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx13, Bx15, Bx17, Bx21, Bx4, Bx46, Bx4A, Bx6",2 5,,,,,,Contact program for time,May utilize flexible scheduling policy. Contact for more information.,,,Contact program,29 Full-Day,Contact program,10456,40.82168,-73.903568,3,16,133,2091959,2026380090,Morrisania-Melrose                                                         
08XALR,Five Star DCC,"3261 Third Avenue, Bronx NY 10456",Bronx,8,NYCEEC,718-292-4774,Araceli Reyes,kamey@sebnc.org,sebnc.org,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Contact program,,Full-Day Program,,,08XALRFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx13, Bx15, Bx17, Bx21, Bx35, Bx4, Bx41, Bx41-SBS, Bx46, Bx4A, Bx6, Bx6-SBS",2 5,,,,,,,,,,Contact program,40 Full-Day,Contact program,10456,40.824489,-73.908528,3,17,185,2001228,2023680039,Morrisania-Melrose                                                         
08XANI,Ivy League Early Learning Academy,"4022 East Tremont Avenue, Bronx NY 10465",Bronx,8,NYCEEC,718-239-5275,Rocio Munoz,bronx@ivyleagueearlylearning.com,http://ivyprep.org/,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,08XANIFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx40, Bx42, Bx8, BxM9",,,,,,6:30am,6:30pm,,,,Contact program,90 Full-Day,8:30am-2:50pm,10465,40.819636,-73.817594,10,13,132,2080463,2055760097,Schuylerville-Throgs Neck-Edgewater Park                                   
08XANJ,"Just 4 Kids Soundview Center, Inc.","214-216 Soundview Avenue, Bronx NY 10473",Bronx,8,NYCEEC,917-995-8041,Mercedes Dukes,djust4kids@aol.com,,Contact program,Outdoor (Offsite) Playspace,,Yes,,Full-Day Program,,,08XANJFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx27, Bx39",,,,,,8am,,May utilize flexible scheduling policy. Contact for more information.,,,Contact program,20 Full-Day,8am-2:20pm,10473,40.809803,-73.855414,9,18,4,2097520,2034560005,Soundview-Castle Hill-Clason Point-Harding Park                            
08XANN,Gwendolyn Bland DC,"749 East 163rd Street, Bronx NY 10456",Bronx,8,NYCEEC,718-991-1050,Kitcha Norfleet-Brown,knorfleet@sebnc.org,sebnc.org,Breakfast/Lunch/Snack(s),Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,08XANNFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx13, Bx15, Bx17, Bx21, Bx35, Bx4, Bx46, Bx4A, Bx6",2 5,,,,,,5:45pm,,,,Contact program,47 Full-Day,9am-3:20pm,10456,40.822957,-73.904108,3,16,133,2091965,2026390001,Morrisania-Melrose                                                         
08XARM,Trabajamos Community Head Start,"940 East 156th Street, Bronx NY 10455",Bronx,8,NYCEEC,917-259-7081,Lisa Buchanan,pcordero.trabajamos@gmail.com,,Breakfast/Lunch/Snack(s),Outdoor (Offsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Contact program,,Full-Day Program,,,08XARMFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx17, Bx19, Bx4, Bx46, Bx4A, Bx6",2 5 6,,,,,,,,,,Contact program,13 Full-Day,Contact program,10455,40.81646,-73.900226,2,17,85,2005412,2027010001,Longwood                                                                   
08XARP,Just 4 Kids Monsignor Scanlan,"955 Hutchinson River Parkway, Bronx NY 10465",Bronx,8,NYCEEC,917-217-1781,Mercedes Dukes,djust4kids@aol.com,,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,,Yes,,Full-Day Program,,,08XARPFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx5, Q44-SBS, Q50",,,,,,,5:50pm,,,,Contact program,18 Full-Day,8am-2:20pm,10475,40.868791,-73.821125,10,12,46201,,,Co-op City                                                                 
08XARR,"Kiderific Nursery School, Inc.","1621 Pilgrim Avenue, Bronx NY 10461",Bronx,8,NYCEEC,718-518-7170,Jessica Anderson,kiderific@gmail.com,kiderific.com,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,,No,,Full-Day Program,,,08XARRFDPK,,,x,,,x,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx21, Bx24, Bx40, Bx42, Bx5, Bx8, BxM8",6,,,,,,,,,,Contact program,26 Full-Day,8:45am-3:05pm,10461,40.844085,-73.833769,10,13,26602,2045852,2041570050,Pelham Bay-Country Club-City Island                                        
08XASC,Seabury Child Care Center,"575 Soundview Avenue, Bronx NY 10473",Bronx,8,NYCEEC,718-991-1500,Marlo Robinson,mrobinson@leakeandwatts.org,www.leakeandwatss.org,Breakfast/Lunch,Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,No,,Full-Day Program,,,08XASCFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx27, Bx36, Bx39, Bx5",,,,,,,,,,,Contact program,40 Full-Day,8am-2:20pm,10473,40.816875,-73.86141,9,18,16,2021465,2035230034,Soundview-Castle Hill-Clason Point-Harding Park                            
08XAST,Ciditty Kiddie Pre-K,"1700 Seward Avenue, Bronx NY 10473",Bronx,8,NYCEEC,917-801-4710,Iris Burgos,iris7092002@yahoo.com,Cidittykiddie.com,Breakfast/Lunch/Snack(s),Indoor/Outdoor (Onsite) Playspace,May have income or other eligibility requirements. Contact for more information.,Yes,,Full-Day Program,,,08XASTFDPK,,,x,,,x,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx27, Bx5",,,,,,7:30am,,,,,Contact program,36 Full-Day,8am-2:20pm,10473,40.818497,-73.868058,9,18,20,2092649,2035510001,Soundview-Castle Hill-Clason Point-Harding Park                            
08XATX,Cheer and Grow Learning Academy Corp.,"1926 Cross Bronx Expressway, Bronx NY 10472",Bronx,8,NYCEEC,212-433-0804,Marina Yeruslanov,marina.yeruslanov@gmail.com,,Contact program,Contact program,,Contact program,,Half-Day Program,,,Contact program to apply.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bx4, Bx4A, Bx36, Bx39",6,,,,,,,,,,Contact program,26 Half-Day,Contact program,10472,40.832647,-73.859433,9,18,72,2025966,2037940127,Soundview-Bruckner                                                         
